           table_name           | ordinal_position |             column_name              |        data_type         |     udt_name      | is_nullable |                   column_default
 item_uoms                      |                4 | ratio_to_base                        | integer                  | int4              | NO          |
 item_uoms                      |                5 | display_name                         | character varying        | varchar           | YES         |
 item_uoms                      |                6 | is_base                              | boolean                  | bool              | NO          | false
 item_uoms                      |                7 | is_purchase_default                  | boolean                  | bool              | NO          | false
 item_uoms                      |                8 | is_inbound_default                   | boolean                  | bool              | NO          | false
 item_uoms                      |                9 | is_outbound_default                  | boolean                  | bool              | NO          | false
 item_uoms                      |               10 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 item_uoms                      |               11 | updated_at                           | timestamp with time zone | timestamptz       | NO          | now()
 items                          |                1 | id                                   | integer                  | int4              | NO          | nextval('items_id_seq'::regclass)
 items                          |                2 | sku                                  | character varying        | varchar           | NO          |
 items                          |                3 | name                                 | character varying        | varchar           | NO          |
 items                          |                5 | created_at                           | timestamp with time zone | timestamptz       | NO          | CURRENT_TIMESTAMP
 items                          |                6 | updated_at                           | timestamp with time zone | timestamptz       | NO          | CURRENT_TIMESTAMP
 items                          |                9 | spec                                 | character varying        | varchar           | YES         |
 items                          |               10 | enabled                              | boolean                  | bool              | NO          | true
 items                          |               11 | supplier_id                          | integer                  | int4              | YES         |
 items                          |               12 | shelf_life_value                     | integer                  | int4              | YES         |
 items                          |               13 | shelf_life_unit                      | character varying        | varchar           | YES         |
 items                          |               14 | weight_kg                            | numeric                  | numeric           | YES         |
 items                          |               17 | brand                                | character varying        | varchar           | YES         |
 items                          |               18 | category                             | character varying        | varchar           | YES         |
 items                          |               21 | lot_source_policy                    | USER-DEFINED             | lot_source_policy | NO          |
 items                          |               22 | expiry_policy                        | USER-DEFINED             | expiry_policy     | NO          |
 items                          |               23 | derivation_allowed                   | boolean                  | bool              | NO          |
 items                          |               24 | uom_governance_enabled               | boolean                  | bool              | NO          |
 lots                           |                1 | id                                   | integer                  | int4              | NO          | nextval('lots_id_seq'::regclass)
 lots                           |                2 | warehouse_id                         | integer                  | int4              | NO          |
 lots                           |                3 | item_id                              | integer                  | int4              | NO          |
 lots                           |                4 | lot_code_source                      | character varying        | varchar           | NO          |
 lots                           |                5 | lot_code                             | character varying        | varchar           | YES         |
 lots                           |                6 | source_receipt_id                    | integer                  | int4              | YES         |
 lots                           |                7 | source_line_no                       | integer                  | int4              | YES         |
 lots                           |               12 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 lots                           |               14 | item_shelf_life_value_snapshot       | integer                  | int4              | YES         |
 lots                           |               15 | item_shelf_life_unit_snapshot        | character varying        | varchar           | YES         |
 lots                           |               19 | item_lot_source_policy_snapshot      | USER-DEFINED             | lot_source_policy | NO          |
 lots                           |               20 | item_expiry_policy_snapshot          | USER-DEFINED             | expiry_policy     | NO          |
 lots                           |               21 | item_derivation_allowed_snapshot     | boolean                  | bool              | NO          |
 lots                           |               22 | item_uom_governance_enabled_snapshot | boolean                  | bool              | NO          |
 outbound_commits               |                1 | id                                   | bigint                   | int8              | NO          | nextval('outbound_commits_id_seq'::regclass)
 outbound_commits               |                2 | ref                                  | text                     | text              | YES         |
 outbound_commits               |                3 | item_id                              | integer                  | int4              | NO          |
 outbound_commits               |                4 | location_id                          | integer                  | int4              | NO          |
 outbound_commits               |                5 | qty                                  | integer                  | int4              | NO          |
 outbound_commits               |                6 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 outbound_commits               |                7 | platform                             | character varying        | varchar           | NO          |
 outbound_commits               |                8 | shop_id                              | character varying        | varchar           | NO          |
 outbound_commits               |                9 | state                                | text                     | text              | NO          |
 outbound_commits               |               10 | trace_id                             | character varying        | varchar           | YES         |
 outbound_commits_v2            |                1 | id                                   | bigint                   | int8              | NO          | nextval('outbound_commits_v2_id_seq'::regclass)
 outbound_commits_v2            |                2 | trace_id                             | character varying        | varchar           | YES         |
 outbound_commits_v2            |                3 | platform                             | character varying        | varchar           | NO          |
 outbound_commits_v2            |                4 | shop_id                              | character varying        | varchar           | NO          |
 outbound_commits_v2            |                5 | ref                                  | character varying        | varchar           | NO          |
 outbound_commits_v2            |                6 | external_order_ref                   | character varying        | varchar           | YES         |
 outbound_commits_v2            |                7 | state                                | character varying        | varchar           | NO          | 'COMPLETED'::character varying
 outbound_commits_v2            |                8 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 outbound_commits_v2            |                9 | updated_at                           | timestamp with time zone | timestamptz       | NO          | now()
 outbound_lines_v2              |                1 | id                                   | bigint                   | int8              | NO          | nextval('outbound_lines_v2_id_seq'::regclass)
 outbound_lines_v2              |                2 | commit_id                            | bigint                   | int8              | NO          |
 outbound_lines_v2              |                3 | warehouse_id                         | integer                  | int4              | NO          |
 outbound_lines_v2              |                4 | item_id                              | integer                  | int4              | NO          |
 outbound_lines_v2              |                5 | batch_code                           | character varying        | varchar           | NO          |
 outbound_lines_v2              |                6 | qty                                  | integer                  | int4              | NO          |
 outbound_lines_v2              |                7 | ledger_ref                           | character varying        | varchar           | YES         |
 outbound_lines_v2              |                8 | ledger_trace_id                      | character varying        | varchar           | YES         |
 outbound_lines_v2              |                9 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 outbound_ship_ops              |                1 | id                                   | bigint                   | int8              | NO          | nextval('outbound_ship_ops_id_seq'::regclass)
 outbound_ship_ops              |                2 | store_id                             | integer                  | int4              | YES         |
 outbound_ship_ops              |                3 | ref                                  | text                     | text              | YES         |
 outbound_ship_ops              |                4 | item_id                              | integer                  | int4              | NO          |
 outbound_ship_ops              |                5 | location_id                          | integer                  | int4              | NO          |
 outbound_ship_ops              |                6 | qty                                  | integer                  | int4              | NO          |
 outbound_ship_ops              |                7 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_order_lines           |                1 | id                                   | integer                  | int4              | NO          | nextval('purchase_order_lines_id_seq'::regclass)
 purchase_order_lines           |                2 | po_id                                | integer                  | int4              | NO          |
 purchase_order_lines           |                3 | line_no                              | integer                  | int4              | NO          |
 purchase_order_lines           |                4 | item_id                              | integer                  | int4              | NO          |
 purchase_order_lines           |                5 | item_name                            | character varying        | varchar           | YES         |
 purchase_order_lines           |                6 | item_sku                             | character varying        | varchar           | YES         |
 purchase_order_lines           |                8 | supply_price                         | numeric                  | numeric           | YES         |
 purchase_order_lines           |               18 | remark                               | character varying        | varchar           | YES         |
 purchase_order_lines           |               19 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_order_lines           |               20 | updated_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_order_lines           |               21 | spec_text                            | character varying        | varchar           | YES         |
 purchase_order_lines           |               24 | qty_ordered_base                     | integer                  | int4              | NO          |
 purchase_order_lines           |               25 | discount_amount                      | numeric                  | numeric           | NO          | 0
 purchase_order_lines           |               26 | discount_note                        | text                     | text              | YES         |
 purchase_order_lines           |               31 | purchase_uom_id_snapshot             | integer                  | int4              | NO          |
 purchase_order_lines           |               32 | purchase_ratio_to_base_snapshot      | integer                  | int4              | NO          |
 purchase_order_lines           |               33 | qty_ordered_input                    | integer                  | int4              | NO          |
 purchase_orders                |                1 | id                                   | integer                  | int4              | NO          | nextval('purchase_orders_id_seq'::regclass)
 purchase_orders                |                3 | warehouse_id                         | integer                  | int4              | NO          |
 purchase_orders                |                8 | status                               | character varying        | varchar           | NO          | 'CREATED'::character varying
 purchase_orders                |                9 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_orders                |               10 | updated_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_orders                |               11 | last_received_at                     | timestamp with time zone | timestamptz       | YES         |
 purchase_orders                |               12 | closed_at                            | timestamp with time zone | timestamptz       | YES         |
 purchase_orders                |               13 | supplier_id                          | integer                  | int4              | NO          |
 purchase_orders                |               14 | supplier_name                        | character varying        | varchar           | NO          |
 purchase_orders                |               15 | total_amount                         | numeric                  | numeric           | YES         |
 purchase_orders                |               16 | remark                               | character varying        | varchar           | YES         |
 purchase_orders                |               17 | purchaser                            | character varying        | varchar           | NO          |
 purchase_orders                |               18 | purchase_time                        | timestamp with time zone | timestamptz       | NO          |
 purchase_orders                |               19 | close_reason                         | character varying        | varchar           | YES         |
 purchase_orders                |               20 | close_note                           | text                     | text              | YES         |
 purchase_orders                |               21 | closed_by                            | bigint                   | int8              | YES         |
 purchase_orders                |               22 | canceled_at                          | timestamp with time zone | timestamptz       | YES         |
 purchase_orders                |               23 | canceled_reason                      | character varying        | varchar           | YES         |
 purchase_orders                |               24 | canceled_by                          | bigint                   | int8              | YES         |
 stock_ledger                   |                1 | id                                   | integer                  | int4              | NO          | nextval('stock_ledger_id_seq'::regclass)
 stock_ledger                   |                3 | reason                               | character varying        | varchar           | NO          |
 stock_ledger                   |                4 | after_qty                            | integer                  | int4              | NO          |
 stock_ledger                   |                5 | delta                                | integer                  | int4              | NO          |
 stock_ledger                   |                6 | occurred_at                          | timestamp with time zone | timestamptz       | NO          | now()
 stock_ledger                   |                7 | ref                                  | character varying        | varchar           | NO          |
 stock_ledger                   |                8 | ref_line                             | integer                  | int4              | NO          | 1
 stock_ledger                   |                9 | item_id                              | integer                  | int4              | NO          |
 stock_ledger                   |               11 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 stock_ledger                   |               12 | warehouse_id                         | integer                  | int4              | NO          |
 stock_ledger                   |               14 | trace_id                             | character varying        | varchar           | YES         |
 stock_ledger                   |               15 | production_date                      | date                     | date              | YES         |
 stock_ledger                   |               16 | expiry_date                          | date                     | date              | YES         |
 stock_ledger                   |               17 | sub_reason                           | character varying        | varchar           | YES         |
 stock_ledger                   |               18 | reason_canon                         | character varying        | varchar           | YES         |
 stock_ledger                   |               21 | lot_id                               | integer                  | int4              | NO          |
 stock_snapshots                |                1 | id                                   | integer                  | int4              | NO          | nextval('stock_snapshots_id_seq'::regclass)
 stock_snapshots                |                2 | snapshot_date                        | date                     | date              | NO          |
 stock_snapshots                |                3 | warehouse_id                         | integer                  | int4              | NO          |
 stock_snapshots                |                4 | item_id                              | integer                  | int4              | NO          |
 stock_snapshots                |                7 | qty_allocated                        | numeric                  | numeric           | NO          | 0
 stock_snapshots                |                8 | qty_available                        | numeric                  | numeric           | NO          | 0
 stock_snapshots                |               10 | qty                                  | numeric                  | numeric           | NO          |
 stock_snapshots                |               12 | lot_id                               | integer                  | int4              | NO          |
 stocks_lot                     |                1 | id                                   | integer                  | int4              | NO          | nextval('stocks_lot_id_seq'::regclass)
 stocks_lot                     |                2 | item_id                              | integer                  | int4              | NO          |
 stocks_lot                     |                3 | warehouse_id                         | integer                  | int4              | NO          |
 stocks_lot                     |                4 | lot_id                               | integer                  | int4              | NO          |
 stocks_lot                     |                5 | qty                                  | integer                  | int4              | NO          |
 v_stocks_lot_reconcile_receipt |                1 | item_id                              | integer                  | int4              | YES         |
 v_stocks_lot_reconcile_receipt |                2 | warehouse_id                         | integer                  | int4              | YES         |
 v_stocks_lot_reconcile_receipt |                3 | lot_id                               | integer                  | int4              | YES         |
 v_stocks_lot_reconcile_receipt |                4 | stocks_qty                           | integer                  | int4              | YES         |
 v_stocks_lot_reconcile_receipt |                5 | ledger_qty                           | integer                  | int4              | YES         |
 v_stocks_lot_reconcile_receipt |                6 | diff_qty                             | integer                  | int4              | YES         |
 vw_outbound_metrics            |                1 | day                                  | date                     | date              | YES         |
 vw_outbound_metrics            |                2 | warehouse_id                         | integer                  | int4              | YES         |
 vw_outbound_metrics            |                3 | platform                             | text                     | text              | YES         |
 vw_outbound_metrics            |                4 | orders_created                       | bigint                   | int8              | YES         |
 vw_outbound_metrics            |                5 | ship_commits                         | bigint                   | int8              | YES         |
 vw_outbound_metrics            |                6 | pick_qty                             | bigint                   | int8              | YES         |
(236 rows)
